Location
2300 W  31ST                         ST
500 W  17TH                         ST
100 N  GRAND                        AV
900 S  HOBART                       BL
7600 S  BROADWAY
14600    PARTHENIA                    ST
4200    EXPOSITION                   BL
600 S  CENTRAL                      AV
10000    RUDNICK                      AV
800 E  113TH                        ST
22900 W  VENTURA                      BL
4200    CREED                        AV
14300    ADDISON                      ST
700    FOREST                       AV
11600    SANTA MONICA                 BL
10800    SANTA MONICA                 BL
1000    TIVERTON                     AV
8200    WOODMAN                      AV
10700    COLUMBUS                     AV
200 W  IMPERIAL                     HY
19400    WYANDOTTE                    ST
EAGLE ROCK                   BL
600    SAN BENITO                   ST
6500    LAUREL CANYON                BL
LANKERSHIM                   BL
700 N  MAIN                         ST
CARTWRIGHT
6800    BAIRD                        AV
E  40TH                         PL
800 N  ALAMEDA                      ST
MANCHESTER                   AV
18100    KITTRIDGE                    ST
1700 W  JEFFERSON                    BL
2300    HYDE PARK                    BL
1200 W  MANCHESTER                   AV
5200 W  SUNSET                       BL
4100    WHITSETT                     AV
6300    BALBOA                       BL
LONG BEACH
10400    CANOGA                       AV
7400    VALAHO                       LN
100 N  LA CIENEGA                   BL
10800    LINDBROOK                    DR
10400    CHEVIOT                      DR
6700    DE SOTO                      AV
1700 E  97TH                         ST
WILBUR                       AV
20900    VANOWEN                      ST
3900 W  8TH                          ST
6600    CLEON                        AV
7500    MELROSE                      AV
LINCOLN                      BL
10900    WILSHIRE                     BL
KING
ALVARADO
6100    RESEDA                       BL
1600 W  84TH                         PL
2100    NORWOOD                      ST
700 W  99TH                         ST
WILSHIRE
3600    REGAL                        PL
5900    WHITNALL                     HY
100 S  OXFORD                       AV
300 S  OLIVE                        ST
GLENDALE
1400 W  3RD                          ST
6200    RESEDA                       BL
700 W  167TH                        ST
700 E  108TH                        ST
1200 S  FIGUEROA                     ST
5600 W  SUNSET                       BL
3200    CAHUENGA
3900    HILLCREST                    DR
3200 W  OLYMPIC                      BL
700 S  WESTERN                      AV
1900 S  FIGUEROA                     ST
300 N  AVENUE 56
16600    PEQUENO                      PL
BEACHY
100 E  MANCHESTER                   AV
9700    MAIE                         AV
3200 W  RIVERSIDE                    DR
1600    VISTA DEL MAR                ST
600    WALL                         ST
400 N  CRESCENT HEIGHTS             BL
MANSFIELD
5000    MAMMOTH                      AV
SAN PEDRO                    ST
1300    WATERLOO                     ST
3700    WATSEKA                      AV
3500    CARIBETH                     DR
11900    WILSHIRE                     BL
CENTURY
6300    BLUEBELL                     AV
5700    VINELAND                     AV
200 E  6TH                          ST
1700    TAFT                         AV
1800 W  41ST                         ST
1700    MAPLE                        AV
C                            ST
6800 W  HOLLYWOOD                    BL
PACIFIC
5900    GRACIOSA                     DR
18000    BULLOCK                      ST
1200 W  2ND                          ST
100 N  MARTEL                       AV
4700 S  CENTRAL                      AV
1900 S  BUDLONG                      AV
3500 S  FIGUEROA                     ST
700 S  BERENDO                      ST
BROADWAY
2900 S  SEPULVEDA                    BL
IMPERIAL
1100 S  BRONSON                      AV
5200    WHITSETT                     AV
6700    ETON                         AV
21000    ERWIN                        ST
13800    BEAVER                       ST
9TH
700 W  9TH                          ST
700 W  182ND                        ST
200 N  VERMONT                      AV
200 E  78TH                         ST
6TH
51ST                         PL
900    GAYLEY                       AV
300 S  KENMORE                      AV
1700 N  ORANGE                       DR
200 E  BLOOM                        ST
600 S  BARRINGTON                   AV
800 E  6TH                          ST
8800    WOODLEY                      AV
2200    HERCULES                     DR
14700    GLEDHILL                     ST
SUNSET
6TH                          ST
2200 S  SYCAMORE                     AV
REDBANK                      ST
3200    INEZ                         ST
11100    BALBOA                       BL
20800    SHERMAN                      WY
1400 N  OGDEN                        DR
22300    WELBY                        WY
SOTO
17400    HORACE                       ST
HOOVER                       ST
3300 W  8TH                          ST
VENICE
WILLIS                       AV
BEVERLY                      BL
10900    PALMS                        BL
1000    BAYVIEW                      LN
1200 W  MAURETANIA                   ST
5500    SEPULVEDA                    BL
8800 S  FIGUEROA                     ST
18200    FRIAR                        ST
1800 E  109TH                        PL
21200    KITTRIDGE                    ST
100 W  IMPERIAL                     HY
1600 W  79TH                         ST
1200 W  65TH                         ST
WILMINGTON                   AV
700 S  LAKE                         ST
5200    BLAKESLEE                    AV
5800    PICKFORD                     ST
5900    CAHUENGA                     BL
5900    CENTER                       DR
5400    DUARTE                       ST
1000 E  81ST                         ST
3400    TILDEN                       AV
TUPPER                       ST
900 W  50TH                         ST
14300    VICTORY                      BL
3100    DONA MARTA                   DR
ORANGE                       DR
DALY
HILL
SANFORD
5400    HOLLYWOOD                    BL
18100    GREEN MEADOW                 DR
17600    CHATSWORTH                   ST
1600 S  HOPE                         ST
3800    3RD                          AV
SAN JULIAN
11400    SAN FERNANDO                 RD
3300 S  DURANGO                      AV
1100 E  27TH                         ST
8100    HINDS                        AV
14800    WOLFSKILL                    ST
9100 S  WESTERN                      AV
15900    SHERMAN                      WY
10100    GISH                         AV
6600    VAN NUYS                     BL
7600 S  BROADWAY
12600    GLENOAKS                     BL
90TH                         ST
11300    CORBIN                       AV
10200    OKLAHOMA                     AV
6500    HOMEWOOD                     AV
8200    REES                         ST
7500    FOUNTAIN                     AV
9400    LA TIJERA                    BL
OBAMA                        BL
200 S  SAN PEDRO                    ST
MCKINLEY                     AV
700 S  WALKER                       AV
7100    CANOGA                       AV
7TH                          ST
ANN                          ST
9300    TAMPA                        AV
3800    CORBIN                       AV
MCKINLEY                     AV
14500    BIRCHWOOD                    CT
3500 E  7TH                          ST
500 E  7TH                          ST
8500    FALMOUTH                     AV
600    TERMINAL                     WY
5600 N  FIGUEROA                     ST
VERMONT                      AV
200 E  80TH                         ST
LA TUNA CANYON               RD
600 E  88TH                         PL
10200    SANTA MONICA                 BL
800    FIGUEROA                     PL
18900 W  VENTURA                      BL
4000    GRAND VIEW                   BL
900    BEL AIR                      RD
12400    FIELDING CIR
EDGEWOOD                     PL
300 E  78TH                         ST
7000    KENTWOOD                     CT
200 N  AVENUE 25
17900    SCHOENBORN                   ST
900    MARINE                       AV
2600    GRIFFIN                      AV
13700    MULLHOLLAND                  DR
3300    VINTON                       AV
14600    DICKENS                      ST
CENTURY
SAN PEDRO                    ST
600 W  6TH                          ST
800 W  COLDEN                       AV
3000 S  PALM GROVE                   AV
10800    MORRISON                     ST
SUNLAND                      AV
3400    MAPLEWOOD                    AV
1300    HEPNER                       AV
5400    HAROLD                       WY
11100 N  SEPULVEDA                    BL
UNION                        AV
1500    BELLEVUE                     AV
LAUREL CANYON
1400 N  DETROIT                      ST
600 E  56TH                         ST
5700    TOPEKA                       DR
DEARBORN                     ST
300 S  LA PEER                      DR
12100    ALLIN                        ST
3700 W  62ND                         ST
3000 S  CAROLINA                     ST
14000    RIVERSIDE                    DR
5100    2ND                          AV
8600    NORRIS                       AV
3500    MONTEREY                     RD
8300    BLACKBURN                    AV
6100    NAGLE                        AV
1500    WESTWOOD                     BL
4000    SHADYGLADE                   AV
20500    VENTURA                      BL
19300    VICTORY                      BL
17700    ELKWOOD                      ST
N  RENO                         ST
1200 S  LA BREA                      AV
14800    PCH
1600    254TH                        ST
1100    MARIETTA                     ST
23200    HAYNES                       ST
100    WORLD WAY
1900 S  FIGUEROA                     ST
400 W  IMPERIAL                     HY
18100    SHERMAN                      WY
500 N  LARCHMONT                    BL
1100    PALMS                        BL
1700    PENMAR                       AV
4400 S  CENTINELA                    AV
1700 N  HUDSON                       AV
MCCADDEN                     PL
100 E  ANN                          ST
8200    WHITE OAK                    AV
12500    RAYMER                       ST
600 S  BROADWAY
22500    QUINTA                       RD
1600 E  112TH                        ST
1400 W  37TH                         ST
3800 W  AVENUE 41
1200 W  57TH                         ST
11600    VICTORY                      BL
6TH
500 S  CATALINA                     ST
MANCHESTER
4300 S  VERMONT                      AV
3800 W  MONT CLAIR                   ST
14600    ROSCOE                       BL
600    SAN PASCUAL                  AV
10100    JUNIPER                      ST
900 E  62ND                         ST
1000 W  MARTIN LUTHER KING JR        BL
10800    HORTENSE                     ST
10700    HAYVENHURST                  AV
2200 E  1ST                          ST
17600    VANOWEN                      ST
6TH                          ST
15800    HART                         ST
6100    RIMPAU                       BL
9000    LAUREL CANYON                BL
500 W  76TH                         ST
1200 E  107TH                        ST
WINNETKA
13000    BLOOMFIELD                   ST
7900    SAN FERNANDO                 RD
4000    MARLTON                      AV
KIYOT                        WY
1000    WILCOX                       AV
19100    CELTIC                       ST
1700    BUCKINGHAM                   RD
76TH                         ST
700 W  38TH                         ST
4400 W  DON TOMASO                   DR
7000 S  CENTRAL                      AV
1400    MAGDALENA                    ST
2600    NAOMI                        AV
500    WORLD WAY
7600 S  BROADWAY
4900    ST ELMO                      DR
2500 N  ARVIA                        ST
1300    CORTEZ                       ST
21100    SHERMAN                      WY
18400    COLLINS                      ST
300 S  SANTA FE                     AV
5900    BARTON                       AV
6500 N  SEPULVEDA                    BL
5600    YOLANDA                      AV
600 N  MARIPOSA                     AV
8900    BARING CROSS                 AV
300 W  D                            ST
16300    VINTAGE                      ST
2000    OAK                          ST
1400 W  VERNON                       AV
18600    VANOWEN                      ST
14700    RAYEN                        ST
HAWTHORN                     AV
800    FRANCISCO                    ST
200 N  VIRGIL                       AV
10900    FRUITLAND                    DR
DON LORENZO                  AV
1600 E  ANAHEIM                      ST
68TH                         ST
8700    CORBIN                       AV
5000 W  JEFFERSON                    BL
5600    DENNY                        AV
9000    RESEDA                       BL
11400    SAN FERNANDO                 RD
100 S  MOUNTAIN VIEW                AV
5100    VENICE                       BL
4000    MONROE                       ST
6000    FULCHER                      AV
200 N  BURLINGTON                   AV
BUDLONG                      AV
3700    PALOMA                       ST
3100 W  SUNSET                       BL
1100 W  66TH                         ST
8600 N  SEPULVEDA                    BL
1700    WILCOX                       AV
MISSION                      AV
14800    BURBANK                      BL
1800 E  43RD                         ST
600 S  UNION                        AV
G
9700    TEXHOMA                      AV
12100    FOOTHILL                     BL
1700 N  VERMONT                      AV
900 S  FIGUEROA                     ST
8500    SEPULVEDA                    BL
300 E  69TH                         ST
2500    GRIFFITH PARK                BL
700 W  61ST                         ST
1500    CYPRESS                      AV
4100 W  PICO                         BL
1500    STONER                       AV
LINCOLN
12400    GLADSTONE                    AV
3700 W  9TH                          ST
MELVIN                       AV
SPRING                       ST
800 S  SPRING                       ST
2ND
6700    LANKERSHIM                   BL
10100    HILLHAVEN                    AV
700 W  CENTURY                      BL
600    ECHANDIA                     ST
DENVER
6800    FALLBROOK                    AV
1400 W  VERNON                       AV
CRENSHAW                     BL
20300    VALERIO                      ST
7400 S  SAN PEDRO                    ST
4700    INGLEWOOD                    BL
900 S  CARONDELET                   ST
5300    RADFORD                      AV
OCEAN FRONT WALK
5400    CARLTON                      WY
12TH
400 S  WESTERN                      AV
600 S  FIGUEROA                     ST
7500    AVALON                       BL
103RD                        ST
00    COPRA                        LN
2300 N  CAHUENGA                     BL
500 S  SAN PEDRO                    ST
11200    EL DORADO                    AV
23RD
11000    YARMOUTH                     AV
200 E  ANAHEIM                      ST
FLETCHER                     DR
1200 S  BEDFORD                      DR
9400    BENGAL                       ST
HOLLENBECK                   DR
300 W  5TH                          ST
33RD
93RD                         ST
500 E  FLORENCE                     AV
800 S  OLIVE                        ST
5100 W  20TH                         ST
1700    MENLO                        AV
11000    VICTORY                      BL
8300    CREIGHTON                    AV
2200 S  MARVIN                       AV
11600    BURBANK                      BL
300    LOMA                         DR
800 S  GRAND                        AV
1300 W  190TH                        ST
11400 W  RIVERSIDE                    DR
4100    MERCURY                      AV
1100 E  41ST                         ST
18900    MAYALL                       ST
2200 N  STONEWOOD                    CT
BROADWAY
12000    WILSHIRE                     BL
CENTRAL
1300 W  76TH                         ST
1900    MAPLE                        AV
10300    LORNE                        ST
3500 S  LA CIENEGA                   BL
FIGUEROA                     ST
14000    RIVERSIDE                    DR
6200    KRAFT                        AV
9700    LAUREL CANYON                BL
600 W  9TH                          ST
CAHUENGA                     BL
DEVONSHIRE                   ST
500 S  UNION                        AV
5800    CAMERFORD                    AV
800 S  UNION                        AV
500 W  127TH                        ST
ORCHID
11100    CAMARILLO                    ST
4900    WHITSETT                     AV
700 W  41ST                         ST
SAN FERNANDO
500 W  IMPERIAL                     HY
12200 W  PICO                         BL
14100    CALVERT                      ST
1800    WORKMAN                      ST
10000    GOTHIC                       AV
CLINTON                      ST
11800    ROSE                         AV
3600 W  62ND                         ST
6300 S  WESTERN                      AV
11700    RUNNYMEDE                    ST
1800 S  LA CIENEGA                   BL
900    GRATTAN                      ST
100 E  116TH                        PL
7000    REMMET                       AV
SELBY                        AV
15100    VICTORY                      BL
300 W  11TH                         ST
5600    LINDLEY                      AV
900 N  WILTON                       PL
800 N  ALAMEDA                      ST
23100    VOSE                         ST
1400 E  ADAMS                        BL
4600    CEDROS                       AV
700 S  NORMANDIE                    AV
100 S  MARTEL                       AV
4800    AVOCA                        ST
1400 E  55TH                         ST
BROADWAY
GAVIOTA
1100 W  47TH                         ST
2600 S  MANHATTAN                    PL
700 W  182ND                        ST
17800    HALSTED                      ST
3500    LONDON                       ST
11500    SANTA MONICA                 BL
3400    CARMONA                      AV
16600    ROSCOE                       BL
15500    CHASE                        ST
3100    BELLEVUE                     AV
1800 S  LA BREA                      AV
MANZANITA
3200    MINES                        AV
100 S  GLESS                        ST
100    BIMINI                       PL
4600 W  MARTIN LUTHER KING JR        BL
15500    EL CAJON                     ST
VENTURA
GLORIA                       AV
7300    WOODLEY                      AV
4800 W  SUNSET                       BL
13600    MARINA POINT                 DR
6300    CRENSHAW                     BL
OLYMPIC
100 N  LA CIENEGA                   BL
1700 W  OLYMPIC                      BL
1100 W  6TH                          ST
3300    WILSHIRE                     BL
20400    TIARA                        ST
200 S  ARDEN                        BL
400 S  SAN PEDRO                    ST
16800    SUPERIOR                     ST
200 N  BOYLSTON                     ST
800 S  NORTON                       AV
8400    WILLIS                       AV
CAHUENGA                     BL
23RD                         ST
100 E  82ND                         PL
3800    MONTEREY                     RD
8500    LOOKOUT MOUNTAIN             AV
900 S  SAN PEDRO                    ST
1000 N  SWARTHMORE                   AV
300 S  RAMPART                      BL
700    MALTMAN                      AV
12700    VAN NUYS                     BL
3400    STONER                       AV
500 E  95TH                         ST
1100 W  58TH                         PL
14500    HARTLAND                     ST
3700    OCEAN FRONT                  WK
500 N  WINDSOR                      BL
1300 S  KENMORE                      AV
16400    GARVIN                       DR
10700    PALMS                        BL
18300    SHERMAN                      WY
900 W  41ST                         DR
14800    BURBANK                      BL
LINNINGTON                   AV
12700    KAHLENBERG                   LN
1100 W  30TH                         ST
10400    EL DORADO                    AV
6600    TOPANGA CANYON               BL
56TH                         ST
BEVERLY
9000    TAMPA                        AV
VERMONT                      AV
5900    WILBUR                       AV
800    SANTEE                       ST
3400    COY                          DR
4600    FOUNTAIN                     AV
6400    DIX                          ST
14400 W  VENTURA                      BL
2200 W  OLYMPIC                      BL
9000    DE SOTO                      AV
1400 W  59TH                         PL
10300    COMPTON                      AV
3100    WILSHIRE                     BL
2800    FRANCIS                      AV
600 S  ARDMORE                      AV
5000    OBAMA                        BL
1400    CONSTANCE                    ST
8500    BURNET                       AV
18000    CHATSWORTH                   ST
21000    GAULT                        ST
HOLLYWOOD
4400 N  SEPULVEDA                    BL
ALVARADO                     ST
600 S  COMMONWEALTH                 AV
8500 N  SEPULVEDA                    BL
9400 S  WESTERN                      AV
18300    HATTERAS                     ST
5400    SIERRA VISTA                 AV
8700    DE SOTO                      AV
1200 E  25TH                         ST
3RD                          ST
42ND
8300    CLAIRE                       AV
9500    KESSLER                      AV
20400    MARILLA                      ST
VERMONT
1000 W  53RD                         ST
106TH                        ST
4500    WILLIS                       AV
2200 W  15TH                         ST
23600    BATEY                        AV
LA BREA
6200    PLAYA VISTA                  DR
11700    SAN VICENTE                  BL
15200    SUNBURST                     ST
4900    DEMPSEY                      AV
3900    URSULA                       AV
1500 N  MARTEL                       AV
8700 N  HASKELL                      AV
1400 S  HARVARD                      BL
1600 N  HARVARD                      BL
3900    SOMERSET                     DR
10200    COZYCROFT                    AV
1200 W  8TH                          ST
1000 S  SANTEE                       ST
3800    CRENSHAW                     BL
19700    VANOWEN                      ST
100 S  HILL                         ST
1500 W  60TH                         ST
1600    SCOTT                        AV
9100    BELLANCA                     AV
8300    JOAN                         LN
13100    PAXTON                       ST
2700 N  BROADWAY
2000 W  PICO                         BL
2000    VISTA DEL MAR                AV
2900 S  REDONDO                      BL
11700    WILSHIRE                     BL
3100    NICHOLS CANYON               RD
7200    VAN NUYS                     BL
5100    HOLLYWOOD                    BL
1200 W  8TH                          ST
4100 S  WESTERN                      AV
15600    SIMONDS                      ST
8100    RESEDA                       BL
1500    226TH                        ST
BEVERLY                      BL
5200    ALHAMBRA                     AV
7700 N  LANKERSHIM                   BL
VENICE                       BL
800    BEACON                       AV
2600 S  VERMONT                      AV
8000 S  BROADWAY
2500    HANCOCK                      ST
2700    MONTE MAR                    TR
4100    MARLTON                      AV
13200    ERWIN                        ST
100 W  PACIFIC COAST                HY
3400    WHITTIER                     BL
ARDMORE                      AV
18400 S  HOOVER                       ST
1300 E  WASHINGTON                   BL
2400 S  SEPULVEDA                    BL
4400    ARLINGTON                    AV
3600 N  BROADWAY
4600    KESTER                       AV
3100 E  WASHINGTON                   BL
5700    GOODLAND                     AV
8700    INDEPENDENCE                 AV
13700    WEIDNER                      ST
9800 S  FIGUEROA                     ST
4800    LAUREL CANYON                BL
13300    WESTCOVE                     DR
600 S  PALOS VERDES                 ST
13100    VALLEYHEART                  DR
10400    OSO                          AV
LINCOLN
NORMANDIE
300 S  CENTRE                       ST
500 W  PACIFIC COAST                HY
13400    BROMWICH                     PL
DRONFIELD                    ST
TUXFORD                      ST
10700    SANTA MONICA                 BL
2900 W  TEMPLE                       ST
7500    SAUSALITO                    AV
9300 S  MAIN                         ST
800 E  25TH                         ST
4700 W  SUNSET                       BL
4900 W  ADAMS                        BL
ECHANDIA
9900    VARIEL                       AV
4500 S  FIGUEROA                     ST
600 S  FIGUEROA                     ST
VENICE                       BL
400 W  IMPERIAL                     HY
500 W  22ND                         ST
300 W  5TH                          ST
7900    SELMA                        AV
4200 W  PICO                         BL
12000    CULVER                       BL
300    MILDRED                      AV
700 E  42ND                         PL
6600    WHITLEY TERRACE
OXFORD                       AV
3700    WILSHIRE                     BL
13200    FIJI                         WY
1200 W  PACIFIC COAST                HY
2400 N  BROADWAY
300 S  BURNSIDE                     AV
2800    EFFIE                        ST
12000 S  VERMONT                      AV
900    BROXTON                      AV
5600    VIRGINIA                     AV
CENTRAL
1800    OCEAN FRONT                  WK
700 S  WILTON                       PL
VERMONT                      AV
4000    GRIFFIN                      AV
1000 W  60TH                         ST
11100    HUSTON                       ST
120TH                        ST
3200    LANDA                        ST
200    VENICE                       BL
800 W  104TH                        PL
1200 N  SOTO                         ST
5600    DENNY                        AV
7900    BEVERLY                      BL
VERMONT
9000    WOODMAN                      AV
800 W  41ST                         ST
13600    VICTORY                      BL
3700 S  FLOWER                       ST
5400    BELLINGHAM                   AV
800 W  107TH                        ST
PLUMMER                      ST
400 E  97TH                         ST
1900 W  OLYMPIC                      BL
6500    INDEPENDENCE                 AV
3RD                          ST
22700    VANOWEN                      ST
10600    EMPIRE                       DR
600 N  SPRING                       ST
14000    VANOWEN                      ST
3900 S  FIGUEROA                     ST
11200    DORA                         ST
8900    ORION                        AV
1200 S  GAFFEY                       ST
3700    CRENSHAW                     BL
1900    ALLESANDRO                   ST
900 S  ST ANDREWS                   PL
5600    CLEON                        AV
7200    APPERSON                     ST
1000 W  SUNSET                       BL
7600    RESEDA                       BL
9500    COMPTON                      AV
9400    SAN FERNANDO                 RD
10100    CAMARILLO                    PL
1000 S  CORNING                      ST
12300    CHANDLER                     BL
3400    GRANVILLE                    AV
1700    BEVERLY                      BL
BLEDSOE
WESTERN
200 E  79TH                         ST
18200    SHERMAN                      WY
6100    MYOSOTIS                     ST
7500    CRENSHAW                     BL
8200    SAN FERNANDO                 RD
3700    WILSHIRE                     BL
4400 S  WESTERN                      AV
5500 W  CENTINELA                    AV
8700 S  VERMONT                      AV
2400 W  74TH                         ST
600 N  MANSFIELD                    AV
3500    WILSHIRE                     BL
4100    GREENBRIAR                   LN
2200 S  BEVERLY GLEN                 BL
5400 W  SUNSET                       BL
300 S  HOBART                       BL
3600    BARHAM                       BL
700 S  HOPE                         ST
22300    VENTURA                      BL
13200    LEADWELL                     ST
3800    MANITOU                      AV
NAOMI                        ST
1600 N  NORMANDIE                    AV
200 E  6TH                          ST
1700    ISLAND                       AV
11500    GRAPE                        ST
SANTA ROSALIA                DR
300 E  PICO                         BL
600 N  ARDMORE                      AV
CAMULOS
STAUNTON
700 E  84TH                         PL
4300    TUJUNGA                      AV
400 W  20TH                         ST
12800    BURBANK                      BL
1600    COSMO                        ST
ALHAMBRA                     AV
SANTA MONICA                 BL
4700    AUGUST                       ST
7700    AVALON                       BL
7500 W  MELROSE                      AV
100 N  LA CIENEGA                   BL
GIBRALTAR                    AV
10900 S  BROADWAY
9400    CORBIN                       AV
4400    WOODMAN                      AV
11100    EVERS                        AV
8400    INDEPENDENCE                 AV
200    WORLD WAY
1400 S  BEVERLY GLEN                 BL
1200 W  7TH                          ST
300 E  1ST                          ST
6500    4TH                          AV
300 S  COCHRAN                      AV
4900    VAN NUYS                     BL
100 W  39TH                         ST
8900    BALBOA                       BL
1600 S  MAIN                         ST
8300    RESEDA                       BL
4400    6TH                          AV
100 E  81ST                         ST
300 S  KENTER                       AV
14800    HARTSOOK                     ST
SAN PEDRO
600 W  40TH                         PL
4400    ROSEWOOD                     AV
600 W  47TH                         ST
3900 W  SUNSET                       BL
4500    NATICK                       AV
200    BARBOUR                      ST
700 S  SERRANO                      AV
8900    NEVADA                       AV
13100    SAN FERNANDO                 RD
8500    COLUMBUS                     AV
5200    CRANER                       AV
2600    ORCHARD                      AV
11000 W  PICO                         BL
2900 W  76TH                         ST
17000    ROSCOE                       BL
4800    SATSUMA                      AV
1100    LILLIAN                      WY
1000 S  HOLT                         AV
11900    KIOWA                        AV
500    BROAD                        AV
2000 W  8TH                          ST
4700    WOODMAN                      AV
8700    LOOKOUT MOUNTAIN             AV
4100 W  6TH                          ST
6800    HAYWOOD                      ST
CESAR E CHAVEZ
6300    RUBY                         ST
1200 W  7TH                          ST
300 S  WESTLAKE                     AV
20900    GRESHAM                      ST
2600    ORCHARD                      AV
7000 N  SEPULVEDA                    BL
20900    SHERMAN                      WY
2400    PENMAR                       AV
5TH                          ST
8700    BELLANCA                     AV
11100    GLENOAKS                     BL
600 E  ADAMS                        BL
1300 S  HOPE                         ST
3100    DEEP CANYON                  DR
8900 S  FIGUEROA                     ST
9500    VAN NUYS                     BL
200    WITMER                       ST
3300 E  OLYMPIC                      BL
KESTER
6200    FULTON                       AV
400    SHERMAN CANAL                CT
2700 S  BUDLONG                      AV
2200    HILL                         DR
1600 N  EL CENTRO                    AV
PIERCE                       ST
8500    VINE VALLEY                  DR
6200 W  SUNSET                       BL
600 W  7TH                          ST
13800    MERCER                       ST
200 W  MANCHESTER                   AV
1200    ANGELO                       DR
13200    BLOOMFIELD                   ST
6000    CRANER                       AV
100 W  62ND                         ST
7300    ETON                         AV
7600    WYNGATE                      ST
14700    SHERMAN                      WY
2700 E  WASHINGTON                   BL
7100    MILWOOD                      AV
13400    SHERMAN                      WY
8400 S  BROADWAY
900    WHITE KNOLL                  DR
SUNSET
FRANCES                      AV
8000    VINELAND                     AV
3000 S  WESTERN                      AV
9700    AMANITA                      AV
8800    ORION                        AV
3300 W  60TH                         ST
1900 W  65TH                         ST
300 S  BROADWAY
5500    WILSHIRE                     BL
11100    AQUA VISTA                   ST
SEPULVEDA
18TH                         ST
13800    JUDD                         ST
3RD                          ST
15200    FRIENDS                      ST
13600    BRANFORD                     ST
10200    SANTA MONICA                 BL
13800    LEXICON                      AV
18200    SHERMAN                      WY
3300 W  74TH                         ST
4500    SANTA ROSALIA                DR
1700 N  SYCAMORE                     AV
3500 N  BROADWAY
17200    SATICOY                      ST
11200    EMELITA                      ST
800    FIGUEROA                     ST
N  KENMORE                      AV
1200 N  CAHUENGA                     BL
8500    GLIDER                       AV
AGNES                        AV
ALAMEDA
13900    VANOWEN                      ST
3600 S  LA BREA                      AV
5100    WILSHIRE                     BL
MASON                        AV
4500    DON MILAGRO                  DR
2900    WHITTIER                     BL
1800    CORDOVA                      ST
1600 W  PACIFIC COAST                HY
100 N  CROFT                        AV
3800    BROADWAY                     PL
1000 E  MARTIN LUTHER KING JR        BL
2400 W  PICO                         BL
6100    GLADE                        AV
12000    FOOTHILL                     BL
1500 S  LELAND                       ST
1600 W  SEPULVEDA                    BL
2600 S  MANHATTAN                    PL
5400    DOBBS                        ST
7300 S  WESTERN                      AV
1400 W  12TH                         ST
2000 E  102ND                        ST
2300 N  SAN FERNANDO                 RD
CIMARRON
7200    BAIRD                        AV
POINSETTIA                   PL
6800    8TH                          AV
24900    AVALON                       BL
1800 N  HARVARD                      BL
3000    MAMMOTH                      AV
11700    SAN VICENTE                  BL
9700    SAN FERNANDO                 RD
700 W  52ND                         ST
6000 W  SUNSET                       BL
1400 W  9TH                          ST
LOS FELIZ
WILSHIRE                     BL
9200 N  SEPULVEDA                    BL
1800 S  PACIFIC                      AV
1300 E  115TH                        ST
1800 S  CLOVERDALE                   AV
5800 W  OLYMPIC                      BL
500    WORLD WAY
6TH
10600 S  MAIN                         ST
10200    SANTA MONICA                 BL
PARTHENIA                    ST
6500    WINNETKA                     AV
4500    AUGUST                       ST
19000    VALERIO                      ST
22700    VICTORY                      BL
ALEXANDRIA
1900    HILLHURST                    AV
MAIN                         ST
5100    7TH                          AV
100 W  90TH                         ST
10400    GLENOAKS                     BL
8700    LANGDON                      AV
4300    CRENSHAW                     BL
400 E  5TH                          ST
1300 N  FULLER                       AV
6900    TOPEKA                       DR
ROSCOE
5700    LA MIRADA                    AV
3800    POTOMAC                      AV
18300    OXNARD                       ST
600    SAN LORENZO                  ST
10900    AVALON                       BL
2800    PHELPS                       AV
800 S  FIGUEROA                     ST
11200    PASEO SONESTA
MAIN
5400    DENKER                       AV
8900    BELLANCA                     AV
11900    ART                          ST
17300    VENTURA                      BL
9800    REGENT                       ST
2200 W  6TH                          ST
1800 N  WESTERN                      AV
200 N  RENO                         ST
ROSE
16600    JERSEY                       ST
CHICKASAW                    AV
8300 W  MELROSE                      AV
7200 S  FIGUEROA                     ST
1500    VINE                         ST
9600 S  HOOVER                       ST
700 E  18TH                         ST
200 S  WINDSOR                      BL
SAN MARINO
1600 S  RIDGELEY                     DR
7100    CARLSON                      CI
7500    REMMET                       AV
HAMLIN
ROSE
VINE
13800    CORRENTI                     ST
2400    CINCINNATI                   ST
21900    LANARK                       ST
18300    STRATHERN                    ST
NORDHOFF
6400    FALLBROOK                    AV
5700    LINDLEY                      AV
1900    MT SHASTA                    DR
1300 W  23RD                         ST
VENICE
500 W  127TH                        ST
300 N  STATE                        ST
54TH
7600    VINELAND                     AV
2700    POMEROY                      AV
1800    COCHRAN                      PL
OLYMPIC                      BL
1900    RODNEY                       DR
400    EUCLID                       AV
W  ADAMS                        BL
14800    SAN FERNANDO MISSION         BL
8800    ORCHARD                      AV
3300    SAN MARINO                   ST
11400    WOODBINE                     ST
800 N  JUNE                         ST
20900    BRIGHTON                     AV
1900    GLENCOE                      WY
UNION
WESTERN                      AV
7500    LEMP                         AV
NEWCASTLE                    AV
54TH                         ST
71ST                         ST
11600    HORTENSE                     ST
12TH                         ST
5400 W  CENTINELA                    AV
4700    MELROSE                      AV
10000    VENICE                       BL
1000 S  ALVARADO                     ST
5100    BELLAIRE                     AV
700 E  DENNI                        ST
13800    HUBBARD                      ST
1400    WESTERLY                     TR
9900    WALL                         ST
