Latitude,Longitude
34.0074,-118.285
34.1667,-118.3702
34.212,-118.5754
34.0929,-118.3048
34.0039,-118.4334
34.2066,-118.4625
34.1867,-118.3943
34.0597,-118.302
34.0623,-118.2607
34.2559,-118.2831
34.0617,-118.3166
34.1827,-118.4465
34.1144,-118.2561
34.0804,-118.275
34.0493,-118.2828
34.2148,-118.5404
34.0256,-118.3293
34.1576,-118.4062
34.0836,-118.3742
34.1937,-118.6272
34.2413,-118.5102
33.9507,-118.2445
34.1904,-118.6059
34.174,-118.4661
34.0596,-118.27
34.2757,-118.5144
34.214,-118.5652
34.2284,-118.4807
33.9882,-118.4742
34.189,-118.4836
34.178,-118.5821
34.021,-118.2712
33.9855,-118.4373
34.0604,-118.34
34.098,-118.3312
34.1091,-118.3401
34.0522,-118.206
34.0284,-118.4048
33.9607,-118.42
34.212,-118.4488
34.033,-118.197
34.0454,-118.2198
34.0037,-118.3203
34.2674,-118.4802
34.1504,-118.4378
34.0039,-118.2431
34.244,-118.5583
34.1053,-118.3226
34.2217,-118.4252
34.2609,-118.5346
34.3007,-118.4379
34.0813,-118.2565
34.0313,-118.2505
34.056,-118.2771
34.1903,-118.3965
34.2012,-118.4816
34.0446,-118.2507
33.9858,-118.4083
33.9679,-118.2783
34.0076,-118.2583
34.0082,-118.298
34.2023,-118.6322
34.0627,-118.2824
34.1467,-118.363
34.2066,-118.379
34.194,-118.4163
33.9613,-118.2893
34.0037,-118.3113
34.1867,-118.4575
34.244,-118.5583
34.2624,-118.5023
34.2568,-118.4026
34.1504,-118.3681
34.0687,-118.3746
33.9538,-118.4407
34.0163,-118.2085
34.0763,-118.2917
34.0995,-118.2892
34.0255,-118.318
34.0506,-118.3127
34.0369,-118.3668
34.0039,-118.2609
34.0443,-118.2864
33.9383,-118.263
34.1155,-118.2009
34.1065,-118.1878
34.1577,-118.3648
33.9956,-118.4732
33.9946,-118.2418
34.2175,-118.3725
34.2427,-118.448
34.1667,-118.5243
34.2895,-118.5227
34.057,-118.4428
34.0374,-118.245
34.0505,-118.2588
34.1253,-118.3468
33.9775,-118.3294
34.2777,-118.3496
34.0146,-118.3512
34.2299,-118.5535
34.2215,-118.4488
34.0871,-118.3523
34.1775,-118.536
34.0627,-118.2768
33.9859,-118.2827
34.2427,-118.582
34.0848,-118.2731
34.0999,-118.2726
34.2217,-118.3965
34.1908,-118.5404
34.0721,-118.38
33.9688,-118.2739
34.1903,-118.4586
34.2117,-118.4488
34.1571,-118.6205
34.0783,-118.2205
34.1016,-118.3387
34.0498,-118.3706
34.0744,-118.2516
34.2522,-118.4177
34.2293,-118.4038
34.0133,-118.3486
34.0381,-118.3133
34.0535,-118.2801
34.2332,-118.5829
33.9814,-118.2783
34.0673,-118.3499
34.0406,-118.3486
34.0513,-118.3398
33.995,-118.2915
34.0326,-118.3255
34.0201,-118.2717
33.9321,-118.2532
34.2281,-118.4264
34.2012,-118.5317
33.9821,-118.3318
34.0499,-118.2879
33.9393,-118.2587
34.2312,-118.5632
34.2806,-118.4271
33.7977,-118.2773
33.7777,-118.2505
34.0184,-118.2845
34.2121,-118.3878
34.2066,-118.439
34.0866,-118.2242
34.1111,-118.3326
34.0907,-118.1652
34.2549,-118.5274
34.2612,-118.4288
34.1406,-118.3914
34.242,-118.3901
34.1792,-118.603
34.0581,-118.3101
34.2318,-118.5711
34.0918,-118.3119
33.98,-118.4384
34.0155,-118.3013
34.0346,-118.3024
34.1491,-118.4491
33.7897,-118.2787
34.0572,-118.3053
33.9622,-118.285
34.0935,-118.2897
33.9555,-118.2782
34.2409,-118.4132
34.0473,-118.4768
34.0246,-118.2975
34.0677,-118.2731
34.0336,-118.2756
33.9418,-118.309
34.1034,-118.3325
33.9596,-118.2827
33.8634,-118.3092
33.9428,-118.2826
34.1813,-118.3845
33.9932,-118.3231
33.9811,-118.3226
34.0615,-118.247
34.0487,-118.4413
33.9365,-118.2739
34.1006,-118.3417
34.0093,-118.2529
33.7908,-118.2845
34.0944,-118.3441
34.0539,-118.2712
34.198,-118.4053
33.9502,-118.2717
33.989,-118.329
34.0819,-118.2739
34.2719,-118.4214
33.9427,-118.4052
34.2754,-118.3904
33.9892,-118.3089
34.0336,-118.3441
34.0492,-118.4394
34.069,-118.2991
34.21,-118.5206
34.2179,-118.351
34.2085,-118.4023
33.9857,-118.2628
34.2319,-118.472
34.1939,-118.4967
34.1976,-118.452
34.0594,-118.3764
34.0385,-118.5556
34.0377,-118.2425
34.0561,-118.2981
33.994,-118.4526
34.038,-118.2858
33.862,-118.2966
34.174,-118.3719
34.1048,-118.1996
34.2121,-118.3845
34.2663,-118.5815
34.2393,-118.4632
34.0409,-118.2767
34.0283,-118.2665
34.0549,-118.2659
34.1721,-118.3965
34.2612,-118.5023
34.0111,-118.2653
34.1052,-118.3375
33.9952,-118.274
34.1794,-118.402
34.2674,-118.4662
34.1594,-118.3943
34.0027,-118.2454
34.0622,-118.3434
34.0565,-118.2768
34.1685,-118.6038
34.2575,-118.5004
34.0799,-118.3025
34.2024,-118.4433
34.0548,-118.4673
34.0845,-118.3091
34.3173,-118.443
34.0416,-118.3516
34.1594,-118.4149
34.0125,-118.3435
34.0763,-118.2892
34.213,-118.3592
33.9627,-118.3047
34.2251,-118.5372
34.0761,-118.3553
34.0309,-118.2821
34.0437,-118.2582
33.9434,-118.2781
34.042,-118.2326
34.2152,-118.4531
34.0895,-118.3136
34.1038,-118.3151
34.0732,-118.1642
33.9949,-118.4801
34.2103,-118.3878
34.2356,-118.4741
33.9713,-118.2739
34.1678,-118.5336
34.2713,-118.415
34.1053,-118.2785
34.1867,-118.4268
34.0708,-118.2798
33.7905,-118.2389
34.0011,-118.2565
33.754,-118.3049
34.0569,-118.2842
34.061,-118.2615
34.1085,-118.2284
34.2612,-118.511
34.3043,-118.4438
34.2175,-118.3718
34.3075,-118.4303
34.0653,-118.3091
34.2085,-118.3943
34.1547,-118.453
34.073,-118.3731
34.2542,-118.4095
34.0155,-118.3002
33.9756,-118.2756
34.0526,-118.3031
33.9588,-118.4374
33.9454,-118.3727
34.0585,-118.3262
34.0349,-118.2959
33.981,-118.3352
34.2829,-118.5127
34.0525,-118.2432
34.1939,-118.4362
33.9933,-118.2743
34.0431,-118.3482
34.02,-118.2915
34.0326,-118.3319
34.1759,-118.5724
34.0139,-118.4436
33.9824,-118.2739
34.0109,-118.2959
34.1697,-118.3822
33.9633,-118.4198
34.0676,-118.2202
34.0118,-118.2589
33.9472,-118.3909
33.9779,-118.2667
34.0491,-118.4614
33.9637,-118.2695
34.1722,-118.522
34.1451,-118.3875
33.9709,-118.4255
33.9433,-118.2514
34.0399,-118.3116
34.2048,-118.5448
34.1512,-118.5723
34.0515,-118.2615
34.1865,-118.6256
34.043,-118.2606
34.0387,-118.3201
33.9728,-118.3177
34.0109,-118.2959
34.0521,-118.4308
34.0017,-118.2617
34.1007,-118.3494
34.172,-118.5854
34.0671,-118.3259
34.0907,-118.3315
34.0382,-118.3383
33.9113,-118.2878
34.0394,-118.4537
34.0166,-118.2785
33.9761,-118.286
34.0997,-118.3361
34.1016,-118.3433
34.0477,-118.4581
33.9377,-118.3745
34.2247,-118.4019
34.2179,-118.4341
34.0465,-118.3851
33.9633,-118.2783
34.2374,-118.4565
34.0073,-118.3108
34.2664,-118.4892
34.0907,-118.1652
33.9469,-118.2781
34.045,-118.1956
34.1328,-118.1981
33.7333,-118.2902
34.001,-118.2441
34.0526,-118.3031
34.0359,-118.2648
34.0453,-118.2443
34.1687,-118.4003
34.0581,-118.302
33.9961,-118.2783
33.9736,-118.3275
33.9867,-118.2965
34.0871,-118.2141
34.0352,-118.2654
34.2045,-118.392
34.0265,-118.4184
34.0423,-118.2631
33.995,-118.2842
34.0675,-118.3536
34.115,-118.3161
34.2409,-118.5361
34.1817,-118.4509
34.3097,-118.467
34.25,-118.6046
34.2613,-118.4359
34.2735,-118.3866
34.2047,-118.6052
34.2225,-118.3878
34.0581,-118.3132
34.2319,-118.4633
34.154,-118.4312
33.9501,-118.2805
34.1375,-118.2173
34.2105,-118.4087
33.9932,-118.3117
34.1903,-118.4574
33.9826,-118.3509
33.9958,-118.472
34.1387,-118.3659
34.194,-118.3965
34.0364,-118.2964
33.9838,-118.4001
33.9431,-118.2307
34.0561,-118.302
34.0886,-118.4764
34.1032,-118.3348
33.9622,-118.285
34.0498,-118.2018
34.0622,-118.2607
34.241,-118.4502
34.2085,-118.3703
34.051,-118.2146
34.0667,-118.2843
34.047,-118.4344
34.0907,-118.3336
34.2198,-118.4201
34.1109,-118.2016
34.1018,-118.3093
34.0655,-118.3114
33.9717,-118.2893
34.077,-118.2105
34.2207,-118.5361
33.9912,-118.4527
34.1683,-118.4074
34.1762,-118.5188
33.9862,-118.3464
34.0215,-118.3423
33.7261,-118.2885
34.0172,-118.423
33.9619,-118.2717
34.1939,-118.4455
33.9679,-118.2827
34.1883,-118.6274
34.044,-118.3177
34.1649,-118.416
33.8833,-118.2856
34.0316,-118.23
34.0808,-118.2655
34.0532,-118.2425
34.0387,-118.3717
33.9864,-118.2838
34.0373,-118.2044
34.1176,-118.2341
33.9597,-118.425
33.9207,-118.283
33.9933,-118.3046
34.0654,-118.3004
34.2664,-118.5508
34.0399,-118.3435
34.1311,-118.3464
34.0649,-118.2089
34.0959,-118.2288
34.1558,-118.4793
34.1312,-118.1997
34.1721,-118.4009
34.0374,-118.3279
34.1367,-118.5496
34.0326,-118.2826
34.009,-118.2716
34.1138,-118.2338
34.0221,-118.2519
34.1077,-118.2963
33.9916,-118.272
34.1929,-118.5397
34.0578,-118.2954
34.2441,-118.6091
34.0797,-118.2184
33.9401,-118.2547
33.7096,-118.29
34.1841,-118.4693
34.2719,-118.4592
34.2308,-118.5336
34.0472,-118.2034
34.1758,-118.4312
33.9424,-118.2869
34.0032,-118.3192
34.2031,-118.4313
34.1939,-118.4509
34.0164,-118.298
33.9656,-118.2586
34.0765,-118.2118
34.0835,-118.326
34.212,-118.5454
34.1186,-118.3215
33.9792,-118.4666
34.0768,-118.3806
34.0454,-118.3671
34.046,-118.2595
33.7897,-118.2787
34.0509,-118.2642
34.2782,-118.3611
34.0083,-118.2784
34.0606,-118.2439
34.2829,-118.4541
33.9389,-118.2349
34.0506,-118.3127
34.0349,-118.3189
34.069,-118.3214
34.0035,-118.2691
34.0538,-118.4184
34.0495,-118.3805
34.0948,-118.3114
34.1887,-118.5447
34.1491,-118.4444
34.0,-118.3308
34.0752,-118.1768
34.1925,-118.5955
33.9994,-118.2499
34.1481,-118.4561
34.0127,-118.3525
34.0984,-118.2874
34.0447,-118.2747
33.7211,-118.3206
34.0708,-118.3563
34.0423,-118.2666
34.1994,-118.4225
34.0466,-118.252
34.1056,-118.2728
33.9357,-118.2739
34.2403,-118.4535
34.1649,-118.3774
34.2337,-118.463
33.7911,-118.2845
34.1032,-118.3348
34.0581,-118.2371
34.0849,-118.3091
34.0524,-118.2837
34.0788,-118.2196
34.1016,-118.3387
34.1922,-118.4793
34.048,-118.2577
34.0344,-118.3212
34.0569,-118.338
34.2542,-118.5411
33.737,-118.3034
33.9994,-118.2499
34.0652,-118.2878
33.9546,-118.2739
34.041,-118.3508
34.0437,-118.2455
34.0416,-118.262
34.1504,-118.356
34.0465,-118.3419
34.0268,-118.2619
33.9442,-118.2379
34.0082,-118.2652
34.2756,-118.5011
34.0437,-118.2582
34.1762,-118.3897
33.7924,-118.2803
34.0488,-118.2553
34.244,-118.5583
34.1809,-118.4487
34.0303,-118.2874
33.9693,-118.285
33.9416,-118.238
33.9859,-118.2937
34.0699,-118.2823
34.0193,-118.3749
33.9591,-118.2739
34.0504,-118.2722
34.0619,-118.1929
34.0199,-118.2763
34.011,-118.3351
34.0294,-118.3417
34.2336,-118.4535
34.0271,-118.3585
34.0644,-118.2387
33.9846,-118.309
34.035,-118.2759
34.272,-118.4284
34.0495,-118.3805
34.2083,-118.6234
34.0532,-118.2425
34.0416,-118.244
34.0526,-118.3063
34.0169,-118.4236
34.1649,-118.378
34.0434,-118.255
34.2178,-118.373
34.1837,-118.4553
33.9568,-118.3962
34.0799,-118.3113
34.1821,-118.4335
33.7388,-118.2869
34.1512,-118.4581
34.1698,-118.5386
34.2721,-118.5022
34.1649,-118.379
34.2442,-118.5362
34.2184,-118.4547
33.9727,-118.2893
34.1809,-118.6089
33.9933,-118.3068
34.3061,-118.4496
34.071,-118.3446
34.0672,-118.3016
34.0269,-118.2498
34.1938,-118.6044
34.1794,-118.3965
34.0663,-118.2719
34.1809,-118.6361
34.1747,-118.4442
34.1006,-118.3417
34.0686,-118.3462
34.0875,-118.2319
33.7995,-118.2568
33.8072,-118.3076
34.2281,-118.4597
34.2012,-118.3851
34.0363,-118.4089
34.0488,-118.2483
34.2048,-118.3681
34.1149,-118.2459
34.0563,-118.2374
34.2048,-118.3769
34.04,-118.3043
34.0987,-118.3337
34.1649,-118.378
34.1849,-118.3746
34.194,-118.3943
34.0124,-118.2565
34.2706,-118.4498
34.0587,-118.2842
34.0817,-118.3112
34.0757,-118.2177
33.9572,-118.4044
34.2816,-118.4073
34.1975,-118.4727
34.02,-118.2648
33.9455,-118.287
34.0734,-118.3765
33.9539,-118.447
34.2528,-118.4042
33.9737,-118.2745
34.0268,-118.2896
34.1884,-118.3987
34.1056,-118.1843
33.8534,-118.2905
34.0507,-118.3762
34.0452,-118.2534
34.1797,-118.5124
34.2299,-118.5536
33.9334,-118.239
33.9884,-118.2915
34.2093,-118.3747
33.9798,-118.2959
33.9455,-118.2848
34.2012,-118.5061
34.0731,-118.2905
33.8535,-118.2992
33.98,-118.3177
34.0563,-118.4189
34.203,-118.4344
34.1486,-118.4463
34.0016,-118.4319
34.0896,-118.4306
34.1649,-118.4487
33.9873,-118.4652
33.9769,-118.2739
34.0735,-118.3777
33.7582,-118.3007
34.0654,-118.2979
34.0531,-118.5141
33.7325,-118.3119
34.0435,-118.2366
34.2447,-118.4245
34.0736,-118.3511
34.0096,-118.3023
33.9931,-118.4192
34.047,-118.337
34.0712,-118.3041
33.9431,-118.2869
34.2725,-118.464
34.0808,-118.4258
33.7451,-118.2835
34.1016,-118.3387
34.2612,-118.5023
34.0838,-118.3595
34.0957,-118.2872
33.9638,-118.2629
33.9723,-118.3723
34.2066,-118.4686
34.0509,-118.2916
34.0709,-118.2985
34.082,-118.213
33.9457,-118.2462
34.2197,-118.6031
34.1914,-118.5563
33.9883,-118.2915
34.0669,-118.3456
34.2077,-118.4912
33.9449,-118.4061
34.2755,-118.4194
34.0761,-118.3772
34.0407,-118.2427
34.0777,-118.3023
34.0599,-118.3139
34.0622,-118.344
33.9997,-118.4645
33.9347,-118.2761
33.9455,-118.309
34.2067,-118.3878
33.9601,-118.2695
34.056,-118.2929
33.9875,-118.4668
34.067,-118.2671
34.0181,-118.2612
34.0545,-118.2976
34.2198,-118.4107
34.1036,-118.3049
34.0295,-118.3317
34.1925,-118.5397
33.7566,-118.2896
34.1034,-118.3325
34.2294,-118.4489
33.9989,-118.4152
34.2048,-118.4531
33.9665,-118.2608
34.2533,-118.5361
34.0129,-118.2454
33.9622,-118.2834
34.0954,-118.2974
33.9624,-118.2761
34.0635,-118.1917
33.9819,-118.287
34.0258,-118.268
34.2388,-118.4677
33.9983,-118.2608
34.0354,-118.2077
34.0736,-118.217
34.1045,-118.2852
34.0689,-118.2677
34.0328,-118.3481
34.1448,-118.4117
34.0184,-118.2822
33.9401,-118.2819
34.0137,-118.3435
34.0491,-118.2558
34.0844,-118.3222
34.1058,-118.3289
33.9547,-118.2665
34.0219,-118.3075
34.246,-118.4186
33.9782,-118.422
34.1922,-118.4312
34.0357,-118.2593
34.026,-118.3721
34.0993,-118.2837
34.1278,-118.1929
33.9759,-118.3897
33.9792,-118.2893
34.1482,-118.4138
34.04,-118.4564
33.9611,-118.2871
34.0481,-118.2712
34.0789,-118.4373
33.9586,-118.3988
33.7799,-118.2638
34.1576,-118.4053
34.0225,-118.2325
33.9474,-118.2781
34.0147,-118.2445
34.2423,-118.4234
33.9483,-118.2739
34.0168,-118.2531
34.048,-118.256
34.161,-118.5315
34.3061,-118.4414
34.0401,-118.2533
34.0474,-118.2496
33.9363,-118.2426
34.1721,-118.3643
34.1649,-118.4661
34.1558,-118.3943
34.0513,-118.4383
34.1,-118.3113
33.9294,-118.2391
34.2175,-118.5274
33.9535,-118.3003
34.0799,-118.3025
34.3222,-118.4686
33.9908,-118.3367
34.0499,-118.4604
34.2965,-118.5851
34.188,-118.5662
34.0563,-118.2374
34.1588,-118.5494
34.0075,-118.2819
34.0944,-118.3125
34.1721,-118.3933
34.0649,-118.3614
34.0239,-118.2034
34.1034,-118.3325
34.1847,-118.448
34.2071,-118.44
34.1721,-118.4662
34.1586,-118.4901
34.0613,-118.2638
34.1903,-118.4836
34.1603,-118.3987
33.9528,-118.2782
34.2649,-118.4328
34.0238,-118.3669
34.1809,-118.6089
34.144,-118.4261
33.9738,-118.2739
34.0124,-118.3351
34.167,-118.3759
34.1685,-118.4008
34.0297,-118.4227
34.2196,-118.606
34.2074,-118.4992
34.2539,-118.4675
34.1038,-118.3267
34.0121,-118.2945
33.9651,-118.2803
34.0587,-118.2891
33.9945,-118.4763
34.15,-118.4424
34.103,-118.3225
34.1903,-118.4574
34.2195,-118.3687
34.0071,-118.326
34.0343,-118.4478
34.0805,-118.2617
34.021,-118.2498
34.0219,-118.3045
34.0349,-118.2503
34.1857,-118.4509
34.2134,-118.3379
34.0569,-118.2583
34.0016,-118.242
34.1994,-118.4749
33.774,-118.2652
33.9123,-118.2916
34.2486,-118.365
34.0944,-118.2405
34.0055,-118.3171
34.0531,-118.3437
34.1304,-118.4172
34.046,-118.2509
34.2598,-118.3274
34.2048,-118.3965
34.1523,-118.367
34.0109,-118.298
34.0495,-118.3215
34.1879,-118.4756
34.0429,-118.2462
33.9892,-118.2859
34.0757,-118.2777
34.0082,-118.271
34.0926,-118.3266
34.0037,-118.2609
34.0907,-118.3336
34.0309,-118.3067
34.0944,-118.3266
34.1866,-118.536
34.241,-118.5361
33.9319,-118.2603
34.0915,-118.1987
33.986,-118.4428
33.9735,-118.3761
34.0712,-118.3004
34.2103,-118.3692
34.1722,-118.5103
34.1938,-118.5481
34.0354,-118.446
34.0131,-118.3536
34.0473,-118.2601
34.3048,-118.4665
34.0484,-118.4411
34.0333,-118.1946
34.0667,-118.2843
33.9237,-118.2558
34.098,-118.3267
34.0691,-118.2646
34.0155,-118.3013
33.9934,-118.2652
34.0541,-118.4407
34.0609,-118.26
34.069,-118.3067
34.2456,-118.4401
34.0535,-118.3795
34.1957,-118.4662
33.9765,-118.2783
34.1622,-118.6336
33.9851,-118.2739
34.1974,-118.5906
34.2627,-118.4347
34.2686,-118.4215
34.1007,-118.3494
33.9372,-118.2312
33.8926,-118.2861
34.2283,-118.4677
33.9882,-118.4699
34.2135,-118.6137
34.0497,-118.367
34.0236,-118.2773
34.0213,-118.2535
34.0894,-118.1705
34.1245,-118.4497
34.2318,-118.4553
34.039,-118.3458
34.0133,-118.4168
34.0018,-118.2441
34.2198,-118.4533
34.0628,-118.2395
34.1504,-118.379
33.9967,-118.4582
33.9431,-118.2391
34.3107,-118.4409
34.1867,-118.3878
34.183,-118.4662
34.0995,-118.3772
33.9778,-118.4145
33.9737,-118.2827
34.2502,-118.4053
34.0498,-118.24
34.2011,-118.4662
33.9713,-118.2739
34.0714,-118.2813
34.0883,-118.1797
34.0349,-118.2959
34.0065,-118.274
34.2224,-118.6019
34.1529,-118.5457
34.0697,-118.273
34.1191,-118.4638
34.036,-118.3189
34.069,-118.3054
33.8887,-118.287
33.931,-118.2622
34.2157,-118.4009
34.0455,-118.3225
33.7433,-118.2821
33.9564,-118.2744
34.0745,-118.296
33.7811,-118.2688
34.055,-118.3358
34.0025,-118.3269
34.123,-118.2149
34.0294,-118.3881
34.0285,-118.239
34.0494,-118.3216
34.044,-118.2528
34.1339,-118.4234
34.0486,-118.2519
34.0681,-118.2777
34.0269,-118.2364
34.2475,-118.4476
34.2012,-118.4952
34.2248,-118.5151
34.1974,-118.6003
34.0034,-118.2696
34.1576,-118.3946
34.1194,-118.2304
34.0349,-118.3046
33.9907,-118.2411
34.0481,-118.2779
34.3066,-118.4313
33.9954,-118.4515
34.0637,-118.4471
33.9593,-118.2608
34.3132,-118.4411
34.2783,-118.4098
34.0572,-118.2658
34.0753,-118.3795
33.8136,-118.306
33.9747,-118.2827
34.0704,-118.4686
34.2261,-118.4034
34.098,-118.3441
34.0437,-118.2455
34.0313,-118.3457
34.2314,-118.5623
33.9587,-118.2827
34.0171,-118.3531
34.2283,-118.4764
34.0278,-118.3508
34.2177,-118.403
34.0155,-118.2915
34.0403,-118.3499
34.0636,-118.2923
34.0355,-118.3024
34.2011,-118.5742
33.9528,-118.2832
34.2048,-118.391
34.2532,-118.5278
33.9669,-118.2783
34.0623,-118.4434
33.9817,-118.3338
33.9637,-118.2695
34.0762,-118.3555
34.0175,-118.2574
34.2537,-118.4246
34.0074,-118.274
34.0827,-118.2517
34.1794,-118.3834
34.2188,-118.5237
34.1784,-118.398
34.0909,-118.2917
33.9825,-118.3309
34.2356,-118.4851
34.1721,-118.4488
33.9678,-118.3003
34.0572,-118.2481
34.1414,-118.3686
33.9539,-118.3805
34.1314,-118.1931
34.1179,-118.2488
34.0388,-118.4403
34.0489,-118.2499
34.0481,-118.2542
34.252,-118.5751
34.2507,-118.4387
34.0141,-118.195
34.1837,-118.4465
34.2139,-118.3965
34.0091,-118.3089
34.0521,-118.4372
33.7831,-118.2305
34.192,-118.5906
34.1885,-118.3747
34.0588,-118.2221
34.1157,-118.1912
34.2338,-118.472
34.274,-118.3968
34.0109,-118.3351
34.0437,-118.2617
33.9431,-118.2349
34.0967,-118.3031
34.1106,-118.1908
34.0402,-118.2633
34.0258,-118.222
34.1732,-118.6152
34.0601,-118.3448
33.9782,-118.3246
34.0559,-118.3531
34.0893,-118.1713
34.0982,-118.2918
34.0168,-118.2931
33.9745,-118.3324
34.0944,-118.3245
34.2392,-118.461
34.0349,-118.2436
34.0404,-118.3475
34.0203,-118.2506
34.0737,-118.2775
34.1577,-118.3702
33.9875,-118.286
34.1321,-118.2331
34.1039,-118.3297
34.0496,-118.2458
33.9749,-118.4281
34.0456,-118.2198
34.0761,-118.3766
34.1601,-118.6341
34.0172,-118.2694
33.941,-118.263
34.0137,-118.3133
34.129,-118.2271
33.9624,-118.2783
34.1721,-118.4345
34.2628,-118.2885
33.989,-118.3308
34.048,-118.2577
34.0187,-118.4069
34.1044,-118.3653
34.1543,-118.4628
33.7157,-118.3147
34.2066,-118.4625
34.1684,-118.6021
34.2519,-118.2713
34.2295,-118.4244
34.2647,-118.4859
34.1976,-118.4443
34.0428,-118.2819
34.1687,-118.4003
34.2518,-118.5973
34.103,-118.305
33.9383,-118.2781
34.2049,-118.4291
34.0486,-118.2067
34.1545,-118.4552
34.099,-118.2884
34.0993,-118.3158
33.9747,-118.2833
34.2215,-118.4596
34.0798,-118.288
34.2012,-118.4189
33.9468,-118.2652
33.9792,-118.2917
34.0418,-118.4353
34.2085,-118.4749
34.0699,-118.2597
34.0473,-118.2859
34.1006,-118.3675
34.0515,-118.4839
34.2248,-118.5099
33.9237,-118.2596
34.0451,-118.224
34.0468,-118.2052
34.3083,-118.4172
34.2067,-118.367
33.9328,-118.2621
34.1441,-118.5964
33.9693,-118.2652
34.1017,-118.3071
34.2789,-118.387
34.0058,-118.4424
34.1186,-118.2945
34.2334,-118.4217
33.9818,-118.3177
34.0007,-118.2827
33.7288,-118.284
34.0002,-118.4134
34.2048,-118.5361
34.1496,-118.3609
34.0437,-118.3008
34.2287,-118.3653
34.1847,-118.5441
33.9698,-118.2827
34.0355,-118.3041
34.1588,-118.5262
34.0506,-118.3127
33.7805,-118.2525
34.0459,-118.2579
34.1866,-118.4825
34.0099,-118.3351
34.0561,-118.2375
33.9518,-118.2461
34.0421,-118.2469
34.0073,-118.298
34.2891,-118.5037
34.0635,-118.2929
34.1867,-118.4574
34.2427,-118.5629
34.1469,-118.4717
33.7888,-118.2696
34.001,-118.4129
34.056,-118.3519
34.1576,-118.438
34.0399,-118.3311
34.0654,-118.2929
34.2354,-118.4535
34.0805,-118.2017
34.0689,-118.1744
34.0446,-118.245
34.3104,-118.4584
34.1017,-118.3245
34.1622,-118.4269
34.0388,-118.2167
34.2461,-118.4538
33.9986,-118.2434
34.1733,-118.599
34.2654,-118.4565
34.1867,-118.3649
33.9452,-118.2415
34.2266,-118.4553
34.0866,-118.2242
34.0572,-118.2481
33.988,-118.4703
34.0929,-118.4543
34.0802,-118.1848
34.2538,-118.4981
34.0037,-118.2609
33.7764,-118.2409
33.9655,-118.2833
34.042,-118.2625
34.0479,-118.2612
34.0268,-118.2808
34.1888,-118.6059
34.2546,-118.3003
34.1576,-118.436
34.2376,-118.4517
33.9745,-118.3309
34.016,-118.3473
34.0888,-118.2881
34.0563,-118.4347
33.9783,-118.2838
34.0351,-118.3779
34.2214,-118.5055
34.278,-118.4717
34.3271,-118.4498
34.0173,-118.2973
34.163,-118.3729
34.1976,-118.4799
34.1794,-118.4662
34.0591,-118.2542
34.0181,-118.2846
34.0993,-118.3159
34.043,-118.4296
33.9547,-118.2739
34.1393,-118.1985
34.0853,-118.3428
34.0423,-118.4304
34.1133,-118.2443
34.0171,-118.3531
34.0545,-118.2947
34.0158,-118.3445
33.9984,-118.2696
34.0863,-118.3051
34.1867,-118.3706
34.1451,-118.4649
33.9909,-118.2959
34.0581,-118.2371
34.0667,-118.2857
33.9891,-118.3097
34.0062,-118.2827
34.0503,-118.259
34.2066,-118.4706
34.0427,-118.4624
34.0136,-118.248
34.1107,-118.3074
33.9161,-118.2827
34.2964,-118.4234
34.0497,-118.2754
34.0521,-118.3864
34.0417,-118.4499
34.2283,-118.4677
33.7379,-118.2814
33.9177,-118.288
34.0665,-118.1726
34.0587,-118.2916
34.0363,-118.4446
34.0483,-118.3409
33.9176,-118.2828
34.1029,-118.2535
34.2627,-118.4268
34.2138,-118.547
34.2337,-118.4632
34.0719,-118.2822
34.2198,-118.4694
34.0126,-118.3403
34.0203,-118.3693
34.0795,-118.1892
34.0498,-118.1964
33.9728,-118.2761
33.7934,-118.2899
34.0376,-118.2166
34.0352,-118.4387
33.9858,-118.2739
34.2572,-118.6017
34.0676,-118.2202
34.2037,-118.4094
33.9876,-118.4489
33.9684,-118.2827
34.0445,-118.2116
34.3057,-118.4274
33.9679,-118.2783
34.1939,-118.4924
34.0727,-118.2637
34.2264,-118.4493
34.1486,-118.5405
34.0481,-118.2507
34.0908,-118.2654
33.9678,-118.2914
33.9619,-118.4455
33.997,-118.2886
33.968,-118.4575
33.9864,-118.2849
34.2461,-118.4205
34.0338,-118.337
34.2342,-118.4436
33.9857,-118.2628
34.0234,-118.4292
33.9622,-118.2834
34.0276,-118.345
34.0762,-118.3157
34.0607,-118.4251
33.9906,-118.4391
34.0171,-118.2618
34.098,-118.3416
33.9264,-118.255
34.0431,-118.4599
34.0216,-118.3296
34.0543,-118.4657
34.1847,-118.5928
34.2198,-118.4181
34.055,-118.2842
34.0999,-118.3616
34.0732,-118.2728
34.1107,-118.2027
34.1867,-118.4487
34.0565,-118.2768
34.1681,-118.3773
34.0649,-118.344
34.0439,-118.2761
34.045,-118.264
33.931,-118.287
34.0709,-118.3703
34.2354,-118.4481
34.0617,-118.2469
34.1728,-118.5603
34.2994,-118.4169
34.1016,-118.3531
33.9551,-118.2827
34.0917,-118.2796
34.07,-118.2671
34.1794,-118.4053
34.2627,-118.4185
34.1412,-118.4786
34.0826,-118.1869
34.0518,-118.3031
34.2858,-118.4024
33.9311,-118.2479
33.9439,-118.2354
34.0652,-118.2884
34.2011,-118.4686
34.0587,-118.2891
34.0833,-118.2538
